row_id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_name,difficulty,category,novel_attack
3987,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,20,1.00,1.00,0.00,0.00,0.13,0.07,0.00,255,20,0.08,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21,dos,0
14726,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6,31,0.83,0.33,0.83,0.16,0.00,0.00,0.00,0.00,warezmaster,5,r2l,0
2382,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,1.00,1.00,0.00,0.00,0.37,0.06,0.00,255,63,0.25,0.02,0.01,0.00,0.96,1.00,0.00,0.00,neptune,19,dos,0
2310,0,tcp,smtp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,9,0.00,0.00,1.00,1.00,0.04,0.07,0.00,255,9,0.04,0.07,0.00,0.00,0.00,0.00,1.00,1.00,neptune,21,dos,0
8672,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,smurf,19,dos,0
21775,896,tcp,http,RSTR,62344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,62,0.02,0.02,0.97,0.97,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,apache2,16,dos,1
19888,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,11,0.00,0.00,1.00,1.00,0.04,0.06,0.00,255,11,0.04,0.06,0.00,0.00,0.00,0.00,1.00,1.00,neptune,21,dos,0
17628,0,tcp,domain,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,18,0.00,0.00,1.00,1.00,0.06,0.06,0.00,255,18,0.07,0.06,0.00,0.00,0.00,0.00,1.00,1.00,neptune,20,dos,0
4135,0,tcp,http,SF,208,296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,27,244,1.00,0.00,0.04,0.05,0.00,0.00,0.00,0.00,normal,21,normal,0
12815,288,tcp,ftp,SF,156,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,18,0.07,0.93,0.00,0.00,0.00,0.06,0.92,0.00,warezmaster,12,r2l,0
6723,0,tcp,http,SF,349,1606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0.00,0.00,0.00,0.00,1.00,0.00,0.67,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21,normal,0
2413,0,tcp,private,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,4,0.00,0.00,1.00,1.00,0.03,0.06,0.00,255,4,0.02,0.05,0.00,0.00,0.00,0.00,1.00,1.00,neptune,21,dos,0
100,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1,0.00,1.00,0.99,0.00,0.00,1.00,0.00,255,1,0.00,1.00,0.00,0.00,0.01,1.00,0.99,0.00,satan,20,probe,0
9117,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,20,0.00,0.00,1.00,1.00,0.15,0.06,0.00,255,20,0.08,0.05,0.00,0.00,0.00,0.00,1.00,1.00,neptune,21,dos,0
273,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,133,1,0.01,0.65,0.64,0.00,0.00,0.00,0.65,1.00,portsweep,15,probe,0
22461,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,5,0.74,0.60,0.26,0.40,0.02,0.08,0.00,255,5,0.02,0.07,0.00,0.00,0.76,0.60,0.24,0.40,neptune,21,dos,0
8730,0,tcp,http,SF,209,1271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21,normal,0
11323,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0.00,0.00,0.00,0.00,1.00,0.00,0.00,168,168,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,smurf,18,dos,0
11181,0,tcp,http,SF,293,1965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,17,0.00,0.00,0.00,0.00,1.00,0.00,0.12,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21,normal,0
17777,0,udp,domain_u,SF,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,115,0.00,0.00,0.00,0.00,0.99,0.02,0.00,255,253,0.99,0.01,0.01,0.00,0.00,0.00,0.00,0.00,normal,19,normal,0
16206,0,udp,domain_u,SF,46,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,383,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal,18,normal,0
3085,0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,20,0.00,0.00,1.00,1.00,0.14,0.06,0.00,255,20,0.08,0.05,0.00,0.00,0.00,0.00,1.00,1.00,neptune,18,dos,0
15502,0,tcp,http,SF,217,785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21,normal,0
18461,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,4,1.00,0.00,1.00,0.75,0.00,0.00,0.00,0.00,warezmaster,18,r2l,0
5498,0,tcp,http,SF,258,633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,120,255,1.00,0.00,0.01,0.05,0.00,0.00,0.00,0.00,normal,21,normal,0
9948,0,udp,private,SF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,snmpguess,16,r2l,1
16516,0,tcp,http,SF,299,1107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,185,255,1.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,normal,21,normal,0
16476,0,tcp,http,SF,329,3072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.00,0.00,0.00,0.00,1.00,0.00,0.00,17,255,1.00,0.00,0.06,0.01,0.00,0.00,0.00,0.00,normal,21,normal,0
18577,0,tcp,http,SF,317,4336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,67,0.00,0.00,0.00,0.00,1.00,0.00,0.04,41,255,1.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,normal,21,normal,0
13088,3,tcp,link,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2,0.00,0.00,1.00,1.00,0.01,0.54,0.00,160,2,0.01,0.52,0.96,0.00,0.00,0.00,0.96,1.00,normal,3,normal,0
2749,0,tcp,http,SF,207,765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,29,0.00,0.00,0.00,0.00,1.00,0.00,0.00,29,255,1.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,normal,21,normal,0
15909,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,168,32,0.19,0.04,0.19,0.00,0.00,0.00,0.00,0.00,warezmaster,4,r2l,0
5602,0,tcp,http,SF,164,8905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,90,255,1.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,normal,21,normal,0
11475,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0.10,0.00,0.90,1.00,0.01,1.00,0.00,179,1,0.01,0.75,0.01,0.00,0.08,0.00,0.64,1.00,satan,15,probe,0
9561,4,tcp,pop_3,SF,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.50,1.00,0.00,255,241,0.95,0.02,0.00,0.00,0.00,0.00,0.00,0.00,guess_passwd,17,r2l,0
9869,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.00,1.00,0.00,0.00,1.00,0.00,0.00,255,103,0.40,0.52,0.00,0.00,0.31,0.76,0.51,0.00,processtable,19,dos,1
15631,0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,5,1.00,1.00,0.00,0.00,0.04,0.11,0.00,255,5,0.02,0.10,0.00,0.00,1.00,1.00,0.00,0.00,neptune,20,dos,0
